cid,drug,dili,dose,mw,fsp3,clogp,psa,clogd,ion,eccs,bddcs,cFuHPPB,cFuBrain,fu_liver,fu_bsa,kp,kpuu,bsep,hepg2_72h,hepg2_gal,hepg2_glu,mrp2,mrp3,mrp4,thle,fu_plasma,fu_bsa_exp,fu_liver_exp,kpuu_exp,cmax
5462355,indinavir sulfate,Ambiguous,800,613.7895,0.472222222,3.681,118.03,3.697,Basic,Class 3B,Class 2,0.228,0.157,0.157,0.4,NA,NA,4.673664139,0,0,0,0,4.080921908,0,0,0.4,NA,NA,NA,8.476
110635,tadalafil,Ambiguous,20,389.404,0.272727273,2.584,74.87,2.508,Neutral,Class 1A,Class 2,0.122,0.111,0.111,0.06,NA,NA,0,NA,NA,NA,0,0,0,NA,0.06,NA,NA,NA,0.322
4493,nilutamide,Most,300,317.2207,0.333333333,1.708,95.23,2.548,Neutral,Class 2,Class 0,0.276,0.0626,0.0471,0.341,2.1,0.290058651,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.341,0.0471,0.290058651,0.91
20058,uridine triacetate,Unknown,40,370.3114,0.533333333,-0.267,142.99,-0.136,Neutral,Class 2,Class 0,0.8,0.547,0.547,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,chlorphenesin carbamate,Unknown,2400,245.6596,0.3,1.26,81.78,1.27,Neutral,Class 2,Class 0,0.884,0.122,0.122,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2972,deferiprone,Ambiguous,5250,139.1519,0.285714286,-0.903,42.23,-0.162,Neutral,Class 2,Class 0,0.863,0.194,0.194,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,19.2
16574,azaribine,Unknown,14000,371.2995,0.571428571,0.19,155.88,-0.669,Acidic,Class 3A,Class 0,0.875,0.52,0.52,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65335,ticlopidine hydrochloride,Most,500,263.7857,0.285714286,4.388,3.24,4.4,Basic,Class 2,Class 1,0.073,0.126,0.126,0.02,16.68,105.084,2.06538414,3.630916275,0,0,0,0,0,3.811563901,0.02,NA,NA,NA,0.565
31593,benznidazole,Ambiguous,200,260.2487,0.166666667,0.9,92.74,2.077,Neutral,Class 2,Class 1,0.59,0.1,0.1,0.56,NA,NA,0,NA,NA,NA,0,0,0,NA,0.56,NA,NA,NA,2.4
114869,tizanidine hydrochloride,Most,36,253.7113,0.222222222,2.093,62.2,0.6842,Basic,Class 2,Class 2,0.883,0.28,0.28,0.273,NA,NA,0,NA,NA,NA,0,0,0,NA,0.588,0.273,NA,NA,0.0049
8609,phenyl aminosalicylate,Unknown,16000,229.2313,0,2.77,72.55,2.464,Neutral,Class 2,Class 0,0.0159,0.011,0.011,0.0159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16760285,alendronate sodium,Less,10,249.096,1,-5.642,161.31,-1.76,Zwitter,Class 3A,Class 3,0.975,0.527,0.527,0.22,49.58,118.7666364,0,0,0,0,0,0,0,0,0.22,NA,NA,NA,NA
54677470,meloxicam,Less,15,351.4007,0.142857143,2.292,99.6,0.5011,Acidic,Class 1A,Class 2,0.0166,0.081,0.0969,0.0819,8.1,9.583516484,4.110698297,0,0,0,NA,0,0,0,0.00834,0.0819,0.0969,9.583516484,1.53
8288,ambenonium chloride,None,200,537.5647,0.5,0.18,58.2,0.807,Neutral,Class 4,Class 0,0.665,0.359,0.359,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.706,NA,NA,NA
9560989,fluvoxamine maleate,Ambiguous,300,318.3346,0.533333333,3.321,56.84,1.581,Basic,Class 2,Class 1,0.232,0.0497,0.0497,0.2,NA,NA,0,4.274397364,4.032377152,3.999217488,0,0,0,3.87247228,0.2,NA,NA,NA,0.088
5284513,acitretin,Most,50,326.4293,0.285714286,6.065,46.53,2.53,Acidic,Class 1A,Class 2,0.00226,0.00645,0.00645,0.001,NA,NA,4.578932625,NA,NA,NA,NA,0,4.30980392,0,0.001,NA,NA,NA,0.377
71764,alfuzosin hydrochloride,Less,10,389.4488,0.526315789,2.548,111.83,1.371,Basic,Class 2,Class 1,0.306,0.0849,0.0975,0.612,21.41,3.410906863,0,NA,NA,NA,NA,NA,NA,NA,0.1,0.612,0.0975,3.410906863,0.0135
16051931,bethanidine sulfate,Unknown,200,177.2462,0.3,0.966,36.42,-0.171,Basic,Class 2,Class 0,0.923,0.141,0.141,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA
5362065,cefixime,Ambiguous,400,453.4496,0.25,0.252,184.51,-2.18,Acidic,Class 3B,Class 4,0.469,0.264,0.264,0.35,NA,NA,0,NA,NA,NA,4.048662481,0,0,NA,0.35,NA,NA,NA,3.636
168871,dihydroergocornine,Unknown,0.999,563.6877,0.64516129,5.072,118.21,3.207,Basic,Class 4,Class 0,0.0992,0.0226,0.0226,0.0992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6473883,dirithromycin,Unknown,500,835.0737,0.976190476,2.783,196.33,1.319,Basic,Class 4,Class 0,0.767,0.253,0.253,0.7,NA,NA,0,NA,NA,NA,0,0,0,NA,0.7,NA,NA,NA,0.4
443953,erythromycin ethylsuccinate,Most,4000,862.0527,0.906976744,3.232,226.28,3.504,Basic,Class 4,Class 3,0.359,0.174,0.174,0.1,50.34,87.5916,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,1.66452
3333,felodipine,Less,10,384.2538,0.333333333,5.297,64.63,4.56,Neutral,Class 2,Class 2,0.0095,0.000453,0.000453,0.01,NA,NA,4.156767222,NA,NA,NA,0,0,0,NA,0.01,NA,NA,NA,0.003009718
57363,finasteride,Less,1,372.5441,0.826086957,3.013,58.2,3.71,Neutral,Class 2,Class 1,0.105,0.0193,0.0132,0.219,4.92,0.296547945,4.549750892,NA,NA,NA,0,0,4.292429824,NA,0.1,0.219,0.0132,0.296547945,0.037
37392,halofantrine hydrochloride,None,1500,500.4237,0.461538462,9.31,23.47,5.17,Basic,Class 4,Class 0,0.00095,0.000106,0.000106,0.17,58.46,0.036451529,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,0.179
3793,itraconazole,Most,400,705.6334,0.371428571,5.99,104.7,5.94,Neutral,Class 4,Class 2,0.00216,0.000227,0.000227,0.00547,86.23,3.578466179,5.171428943,4.712036489,0,0,0,0,0,0,0.002482,0.00547,NA,NA,0.302
65329,mefloquine hydrochloride,Less,1250,378.3122,0.470588235,3.669,45.15,2.781,Basic,Class 2,Class 2,0.0661,0.00826,0.105,0.367,985.4,281.9264305,NA,5.307358839,4.439071441,4.458470243,NA,NA,NA,4.702262027,0.02,0.367,0.105,281.9264305,1
64722,methixene hydrochloride,Unknown,60,309.4683,0.4,5.841,3.24,3.6,Basic,Class 2,Class 0,0.0105,0.00384,0.00384,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5832,norethindrone acetate,None,15,340.4559,0.727272727,3.926,43.37,3.88,Neutral,Class 2,Class 1,0.0239,0.0417,0.0417,0.39,NA,NA,4.444905551,NA,NA,NA,0,0,0,NA,0.39,NA,NA,NA,0.02619
25249,stanozolol,Unknown,2,328.4916,0.857142857,4.56,48.91,4.23,Neutral,Class 2,Class 0,0.0398,0.0109,0.0109,0.0398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63013,tramadol hydrochloride,Ambiguous,400,263.3752,0.625,3.1,32.7,0.548,Basic,Class 2,Class 1,0.702,0.201,0.201,0.71,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.71,NA,NA,NA,0.32274
3902,letrozole,Less,2.5,285.3027,0.058823529,1.429,78.29,1.882,Neutral,Class 2,Class 1,0.34,0.0293,0.0293,0.01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,10.75
5090,rofecoxib,Less,50,314.3557,0.117647059,1.798,60.44,0.997,Neutral,Class 2,Class 2,0.0607,0.172,0.103,0.401,5.45,1.399875312,0,NA,NA,NA,0,0,0,NA,0.13,0.401,0.103,1.399875312,0.321
43032,midazolam hydrochloride,None,20,325.7673,0.111111111,3.422,30.18,3.172,Neutral,Class 2,Class 1,0.12,0.0237,0.0237,0.053,NA,NA,4.379447555,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,0.042
135398745,olanzapine,Less,20,312.4325,0.352941176,3.009,30.87,1.861,Basic,Class 2,Class 2,0.137,0.0272,0.00576,0.263,63.29,1.386123194,0,4.08290797,3.745539442,3.72033496,0,0,0,3.668791005,0.263,0.263,0.00576,1.386123194,0.0144
2789,clobazam,None,40,300.7396,0.125,2.438,40.62,2.448,Neutral,Class 2,Class 1,0.0809,0.0979,0.0979,0.1,NA,NA,0,NA,NA,NA,0,0,0,NA,0.1,NA,NA,NA,0.3893
219099,ziprasidone hydrochloride,Less,160,412.9356,0.333333333,4.21,48.47,4.276,Basic,Class 4,Class 2,0.0128,0.00438,0.00097,0.00815,83.58,9.947558282,0,1.983659178,0,0,0,0,0,2.028203939,0.00264,0.00815,0.00097,9.947558282,0.071
5878,oxandrolone,Most,20,306.4397,0.947368421,2.963,46.53,2.599,Neutral,Class 2,Class 2,0.172,0.0587,0.0587,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.19791
5834,prednisolone acetate,Less,60,402.4807,0.695652174,1.96,100.9,2.15,Neutral,Class 2,Class 1,0.246,0.151,0.151,0.3,NA,NA,NA,0,3.800808941,0,NA,NA,NA,0,0.3,NA,NA,NA,0.3211
3950,lomustine,Less,200,233.6952,0.888888889,2.755,61.77,2.925,Neutral,Class 2,Class 0,0.574,0.245,0.245,0.5,NA,NA,0,NA,NA,NA,0,0,0,NA,0.5,NA,NA,NA,NA
5479,tinidazole,Less,2000,247.2715,0.625,-0.319,97.78,0.731,Neutral,Class 2,Class 1,0.9,0.483,0.483,0.928,0.83,0.431993534,0,NA,NA,NA,0,0,0,NA,0.914,0.928,NA,NA,47.7
4099,metharbital,Unknown,300,198.2191,0.666666667,1.141,66.48,0.678,Acidic,Class 1A,Class 0,0.751,0.593,0.593,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120608,phendimetrazine tartrate,None,210,191.2695,0.5,2.125,12.47,1.478,Basic,Class 2,Class 0,0.971,0.712,0.712,0.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11558159,benzphetamine hydrochloride,None,150,239.3553,0.294117647,4.382,3.24,2.712,Basic,Class 2,Class 0,0.286,0.0353,0.0353,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2481,butalbital,Unknown,300,224.2563,0.545454545,1.628,75.27,1.121,Acidic,Class 1A,Class 1,0.569,0.504,0.504,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13769,testolactone,None,1000,300.3921,0.684210526,2.633,43.37,2.323,Neutral,Class 2,Class 2,0.0753,0.0432,0.0432,0.0753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6446,fluoxymesterone,Ambiguous,40,336.4409,0.85,2.844,57.53,2.357,Neutral,Class 2,Class 0,0.314,0.189,0.189,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,0.352
23690439,butabarbital sodium,Ambiguous,120,212.2456,0.7,1.583,75.27,1.073,Acidic,Class 1A,Class 1,0.496,0.209,0.209,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5281034,oxymetholone,Most,1400,332.477,0.857142857,4.137,57.53,3.596,Neutral,Class 2,Class 1,0.0873,0.0401,0.0401,0.0873,NA,NA,4.312471039,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
3749,irbesartan,Less,300,428.5294,0.4,6.044,87.13,1.387,Acidic,Class 0,Class 2,0.0168,0.0288,0.0288,0.016366667,95.82,168.6119721,5.136082623,0,0,0,NA,4.675717545,4.079876674,0,0.016366667,NA,NA,NA,2.68
23663992,cerivastatin sodium,None,0.8,459.5503,0.461538462,3.564,99.88,1.783,Acidic,Class 0,Class 1,0.0521,0.0687,0.0142,0.0356,12.2,4.866292135,NA,5.31938614,0,0,NA,NA,NA,6.53313238,0.0184125,0.0356,0.0142,4.866292135,0.0051
60857,zolmitriptan,Ambiguous,10,287.3568,0.4375,1.288,57.36,0.495,Basic,Class 4,Class 1,0.389,0.277,0.277,0.823,NA,NA,0,0,0,0,0,0,0,0,0.823,NA,NA,NA,0.0108
60834,duloxetine hydrochloride,Most,60,297.4146,0.222222222,4.258,21.26,1.807,Basic,Class 4,Class 1,0.0481,0.0052,0.0052,0.0466,251.66,28.08223176,0,4.712226339,4.450987327,4.507416645,0,0,0,4.328563976,0.0466,NA,NA,NA,0.0433
392622,ritonavir,Most,1200,720.9442,0.432432432,4.937,145.78,4.95,Neutral,Class 4,Class 2,0.00492,0.00317,0.00595,0.0201,109.47,32.40529851,5.612592334,3.866307838,3.949947323,0,0,4.954677021,4.468521083,4.138245021,0.0201,NA,0.00595,NA,11.2
65999,telmisartan,Less,80,514.6169,0.181818182,7.293,72.94,2.44,Zwitter,Class 0,Class 2,0.0012,0.00118,0.00815,0.0825,84.29,8.326830303,5.044887451,NA,0,0,0,4.22184875,4.443697499,3.802994798,0.00627,0.0825,0.00815,8.326830303,0.325
4463,nevirapine,Most,400,266.2979,0.266666667,2.65,58.12,2.038,Neutral,Class 2,Class 2,0.128,0.181,0.133,0.647,1.18,0.242565688,0,0,0,0,0,0,0,0,0.519,0.647,0.133,0.242565688,2
5719,zaleplon,None,20,305.3339,0.176470588,1.435,74.29,1.593,Neutral,Class 2,Class 2,0.252,0.0999,0.0999,0.4,NA,NA,0,NA,NA,NA,0,0,0,NA,0.4,NA,NA,NA,0.0371
135398740,ganciclovir,Ambiguous,2000,255.2306,0.444444444,-2.545,139.28,-0.2,Neutral,Class 4,Class 3,0.671,0.701,0.701,0.99,NA,NA,0,0,0,0,0,0,0,0,0.99,NA,NA,NA,0.957
71815,secnidazole,Ambiguous,2000,185.1805,0.571428571,-0.148,83.87,0.657,Neutral,Class 2,Class 0,0.963,0.348,0.348,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,45
60953,capecitabine,Ambiguous,4300,359.3501,0.666666667,0.841,122.91,1.699,Neutral,Class 2,Class 1,0.164,0.255,0.255,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,4.179
64142,nelfinavir mesylate,Less,1250,567.7824,0.5625,5.842,101.9,6.075,Zwitter,Class 4,Class 2,0.0575,0.00995,0.000711,0.00667,64.03,6.825386807,4.928117993,4.672998382,4.574361291,4.173961692,0,0,4.013228266,4.60542387,0.00328,0.00667,0.000711,6.825386807,3.27
4723,pemoline,Most,112.5,176.172,0.111111111,0.457,64.68,0.429,Neutral,Class 2,Class 3,0.647,0.152,0.152,0.5,NA,NA,0,NA,NA,NA,0,0,0,NA,0.5,NA,NA,NA,NA
60699,topotecan hydrochloride,None,4,421.4458,0.347826087,0.73,104.89,1.36,Zwitter,Class 3B,Class 3,0.168,0.204,0.168,0.866,9.65,1.872055427,NA,6.527977826,0,0,NA,NA,NA,6.53313238,0.65,0.866,0.168,1.872055427,0.0115
3005572,toremifene citrate,Ambiguous,60,405.9596,0.230769231,6.531,12.47,4.72,Basic,Class 2,Class 1,0.0132,0.000619,0.000619,0.003,NA,NA,3.93930216,NA,NA,NA,0,0,0,NA,0.003,NA,NA,NA,0.288
3957,loratadine,None,10,382.8832,0.363636364,5.051,42.43,4.89,Neutral,Class 2,Class 2,0.0167,0.00421,0.00421,0.32,45.6,0.599925,4.731687023,4.173610805,3.900277661,3.794866879,0,0,0,4.411947923,0.03,0.32,NA,NA,0.00438
34312,oxcarbazepine,Less,2400,252.268,0.066666667,1.206,63.4,0.875,Neutral,Class 2,Class 2,0.293,0.162,0.0867,0.374,3.84,0.890181818,0,0,0,0,0,0,0,0,0.6,0.374,0.0867,0.890181818,1.409
135398741,valacyclovir hydrochloride,Less,3000,324.3357,0.538461538,-1.402,151.14,-1.34,Basic,Class 4,Class 1,0.681,0.267,0.267,0.9,NA,NA,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,3.75
64764,sibutramine hydrochloride,Less,15,279.848,0.647058824,5.587,3.24,3.167,Basic,Class 2,Class 1,0.181,0.0149,0.0149,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,0.00227
2754,cilostazol,Ambiguous,200,369.4607,0.6,3.528,81.93,3.706,Neutral,Class 2,Class 2,0.0272,0.0207,0.0207,0.02,NA,NA,2.037377744,1.767554119,3.958095539,0,0,0,4.779891912,3.839801674,0.02,NA,NA,NA,0.749
14720269,rabeprazole sodium,Less,20,359.4426,0.333333333,2.078,77.1,2.181,Neutral,Class 2,Class 1,0.0952,0.0948,0.0735,0.31,54.85,13.00475806,4.469800302,3.584273982,3.767695533,0,0,0,0,3.656430549,0.037,0.31,0.0735,13.00475806,0.406
60490,zileuton,Most,2400,236.2902,0.181818182,2.483,66.56,2.13,Neutral,Class 1A,Class 2,0.156,0.0751,0.0751,0.07,NA,NA,0,0,0,0,0,0,0,1.85718753,0.07,NA,NA,NA,3.11
3883,lansoprazole,Less,15,369.3615,0.25,2.598,67.87,3.233,Neutral,Class 2,Class 2,0.0341,0.0276,0.0218,0.103,5.85,1.23815534,0,4.728874957,4.893951117,0,0,0,0,4.534118345,0.44,0.103,0.0218,1.23815534,2.56
2187,anastrozole,Less,1,293.3663,0.411764706,1.475,78.29,1.178,Neutral,Class 2,Class 1,0.121,0.0515,0.258,0.756,2.95,1.006746032,0,0,0,0,0,0,0,0,0.6,0.756,0.258,1.006746032,0.0462
5281055,rosiglitazone maleate,Less,8,357.4268,0.277777778,3.02,71.53,2.483,Acidic,Class 1A,Class 1,0.00986,0.0562,0.015,0.0364,1.46,0.601648352,5.524459555,3.567311376,3.52885821,0,NA,0,4.677780705,3.586154975,0.0031,0.0364,0.015,0.601648352,0.3607
77995,citalopram hydrobromide,Less,60,324.3919,0.35,3.132,36.26,1.272,Basic,Class 2,Class 2,0.538,0.035,0.035,0.2,NA,NA,0,NA,NA,NA,0,0,0,0,0.2,NA,NA,NA,0.04828
23663996,montelukast sodium,Less,10,586.1832,0.314285714,8.472,70.42,5.106,Acidic,Class 3B,Class 2,0.00113,0.000219,0.000219,0.00016876,1.41,1.829758237,5.306614776,4.690791143,4.609047239,4.465669233,NA,NA,NA,4.721923557,0.00016876,NA,NA,NA,0.471
124087,desloratadine,Less,5,310.8206,0.315789474,3.826,24.92,1.7,Basic,Class 4,Class 2,0.113,0.0127,0.0032,0.353,214.55,1.944929178,0,4.679706238,4.220070084,4.246606496,0,0,0,4.150478403,0.18,0.353,0.0032,1.944929178,0.00376
5741,donepezil hydrochloride,Less,10,379.492,0.458333333,4.598,38.77,1.704,Basic,Class 2,Class 2,0.0609,0.026,0.487,0.483,38.01,38.32478261,3.897335553,NA,NA,NA,0,0,4.137272472,1.836205983,0.225,0.483,0.487,38.32478261,0.0076
62978,doxazosin mesylate,Ambiguous,16,451.4751,0.347826087,3.532,112.27,2.513,Basic,Class 2,Class 1,0.0624,0.0191,0.0191,0.039461943,NA,NA,4.344861565,NA,NA,NA,0,0,5.096910013,NA,0.039461943,NA,NA,NA,0.0207
5284627,topiramate,Less,400,339.362,1,0.042,115.54,0.469,Neutral,Class 2,Class 3,0.688,0.64,0.239,0.41,5.34,3.112829268,0,0,0,0,0,0,0,0,0.8,0.41,0.239,3.112829268,5.79
5281025,quetiapine fumarate,Less,800,383.5071,0.380952381,2.992,48.3,2.857,Basic,Class 2,Class 1,0.0765,0.0395,0.0128,0.178,23.39,1.681977528,0,3.769644996,3.673749179,3.561276668,0,0,0,3.586581556,0.134,0.178,0.0128,1.681977528,0.5209
5717,zafirlukast,Most,40,575.6752,0.290322581,7.092,115.73,2.805,Acidic,Class 3B,Class 2,0.00095,0.00324,0.00324,0.00055,11.8,69.51272727,4.931064152,3.839777649,3.748575938,3.693283396,4.230622674,0,4.91721463,4.055749343,0.00055,NA,NA,NA,0.383
41781,torsemide,None,200,348.42,0.25,3.358,100.19,0.5911,Acidic,Class 3A,Class 2,0.0747,0.105,0.188,0.0509,2.07,7.645579568,NA,NA,NA,NA,NA,NA,NA,NA,0.00686,0.0509,0.188,7.645579568,1.193
443878,tolterodine tartrate,None,4,325.4876,0.454545455,5.24,23.47,1.456,Basic,Class 2,Class 1,0.0934,0.0228,0.0168,0.463,39.99,1.451041037,0,4.407735364,3.922220784,3.965044064,0,0,0,2.089316137,0.15,0.463,0.0168,1.451041037,0.00463
189821,deflazacort,None,63,441.5167,0.68,2.86,102.26,2.793,Neutral,Class 2,Class 0,0.199,0.132,0.132,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA
68727,ropinirole hydrochloride,Less,24,260.3746,0.5625,2.796,32.34,0.8566,Basic,Class 2,Class 1,0.516,0.349,0.168,0.69,2.39,0.581913043,NA,0,0,0,NA,NA,NA,0,0.9,0.69,0.168,0.581913043,0.00213
4659569,tolcapone,Most,600,273.2408,0.071428571,3.245,103.35,1.27,Acidic,Class 1A,Class 2,0.00455,0.0052,0.0052,0.0017,18,55.05882353,4.231985927,4.054498852,3.859633531,3.602330346,NA,4.070581074,4.777283529,4.111882917,0.0017,NA,NA,NA,6.4
54840,atomoxetine hydrochloride,Most,100,255.3547,0.294117647,3.937,21.26,1.2,Basic,Class 2,Class 1,0.161,0.0115,0.0174,0.223,106.81,8.334053812,0,4.131988069,3.767842382,3.820851804,0,0,0,3.725525012,0.02,0.223,0.0174,8.334053812,0.60452
441384,abacavir sulfate,Most,600,286.3323,0.5,0.806,101.88,1.224,Neutral,Class 2,Class 1,0.656,0.193,0.135,0.552,1.31,0.320380435,0,0,0,0,NA,NA,NA,0,0.713,0.552,0.135,0.320380435,3.71
54682461,tipranavir,Most,1000,602.6643,0.35483871,7.764,105.59,4.19,Acidic,Class 3B,Class 2,0.00103,0.000608,0.000608,0.0869,2.25,0.015742232,5.691420851,4.689459314,4.321962728,4.129465054,NA,NA,NA,3.995528154,0.001,0.0869,NA,NA,154.2
6917778,levomilnacipran hydrochloride,Unknown,120,246.348,0.533333333,1.906,46.33,-0.598,Basic,Class 2,Class 0,0.79,0.301,0.301,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.175
5284585,loracarbef,Less,800,349.7689,0.3125,-0.472,112.73,-0.531,Zwitter,Class 3A,Class 3,0.61,0.998,0.998,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,15
51039,cefaclor,Less,1000,367.8074,0.266666667,-1.636,112.73,-0.258,Zwitter,Class 3A,Class 3,0.471,0.727,0.727,0.75,NA,NA,0,NA,NA,NA,0,0,0,NA,0.75,NA,NA,NA,13
6917733,bisoprolol fumarate,Ambiguous,20,325.443,0.666666667,1.831,59.95,0.617,Basic,Class 2,Class 3,0.725,0.134,0.134,0.7,NA,NA,0,0,0,0,0,0,0,0,0.7,NA,NA,NA,0.046
60496,amlodipine besylate,Less,10,408.8759,0.4,3.434,99.88,1.464,Basic,Class 4,Class 1,0.0987,0.00919,0.00919,0.0748,640.09,78.64207353,0,4.673324762,4.520720844,4.446141836,0,0,0,4.387253815,0.0748,NA,NA,NA,0.0062
5362123,benazepril hydrochloride,Less,80,424.4895,0.375,1.824,95.94,0.1375,Acidic,Class 3B,Class 1,0.218,0.399,0.399,0.186,10.35,22.20241935,NA,0,0,0,NA,NA,NA,0,0.033,0.186,NA,NA,0.11097
11751549,losartan potassium,Less,100,422.9106,0.272727273,3.852,92.51,1.68,Acidic,Class 3B,Class 2,0.0145,0.0231,0.058,0.0308,11.5,21.65584416,5.069050969,0,1.808432212,0,NA,0,4.467245621,2.12573505,0.03068,0.0308,0.058,21.65584416,0.309
54911,nefazodone hydrochloride,Most,600,470.0069,0.44,5.725,55.53,4.76,Basic,Class 2,Class 2,0.0195,0.00221,0.000505,0.0231,8.86,0.193692641,5.24988037,4.370438211,4.693201486,4.111124268,0,0,4.148741651,4.403763533,0.0084,0.0231,0.000505,0.193692641,0.959
23663976,fluvastatin sodium,Less,80,411.4659,0.291666667,4.048,82.69,1.413,Acidic,Class 0,Class 1,0.0288,0.0435,0.0435,0.0065,9.5,63.57692308,4.442492798,4.093338946,0,0,NA,4.244125144,0,6.087308573,0.0065,NA,NA,NA,0.166
60846,valsartan,Less,320,435.5188,0.375,4.859,112.07,-0.8433,Acidic,Class 3B,Class 4,0.018,0.0698,0.0595,0.068,9.79,8.56625,0,0,0,0,0,0,0,0,0.004113077,0.068,0.0595,8.56625,4.307
63009,sertraline hydrochloride,Less,200,306.2296,0.294117647,5.347,12.03,2.97,Basic,Class 4,Class 1,0.0179,0.00309,0.00309,0.026717575,366.52,42.38958064,0,5.115670904,4.652157774,4.658841294,NA,NA,NA,4.595137944,0.026717575,NA,NA,NA,0.1354
5591,troglitazone,Most,600,441.5399,0.416666667,5.585,84.86,3.608,Acidic,Class 3B,Class 2,0.00132,0.0134,0.0134,0.021,6.5,4.147619048,5.072003072,3.607468675,3.700021588,3.714588981,NA,4.508638306,4.214670165,4.107980391,0.021,NA,NA,NA,1.16
16759173,pravastatin sodium,Less,80,424.5277,0.739130435,2.048,124.29,-0.4008,Acidic,Class 3B,Class 3,0.105,0.0998,0.401,0.518,7.15,5.53503861,0,0,0,0,0,3.903089987,0,3.956901294,0.654833333,0.518,0.401,5.53503861,0.0398
23681451,fosinopril sodium,Less,40,563.6625,0.7,7.445,110.21,2.03,Acidic,Class 3B,Class 2,0.238,0.156,0.156,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,296600
8555,menadiol sodium diphosphate,Unknown,10,334.1557,0.090909091,0.077,133.52,-2.15,Acidic,Class 3A,Class 0,0.326,0.541,0.541,0.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11274333,lomitapide mesylate,Unknown,60,693.7204,0.333333333,7.001,61.44,5.97,Basic,Class 4,Class 0,0.00128,0.000638,0.000638,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,0.0023
54900,raloxifene hydrochloride,None,60,473.5833,0.25,6.861,70,3.735,Basic,Class 4,Class 2,0.00452,0.00211,0.000306,0.0592,83.74,0.43284527,NA,4.633857153,4.092398556,4.015310867,NA,NA,NA,4.40035033,0.083975,0.0592,0.000306,0.43284527,0.000456836
130564,esomeprazole magnesium,Less,20,345.4161,0.294117647,2.565,77.1,2.15,Neutral,Class 2,Class 1,0.0377,0.0502,0.0502,0.255,1.38,0.271670588,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.255,NA,NA,0.5113
5280954,rescinnamine,Unknown,1,634.716,0.485714286,4.12,117.78,4.35,Basic,Class 4,Class 0,0.0114,0.00596,0.00596,0.0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15165,rimantadine hydrochloride,None,200,179.3018,1,3.963,26.02,0.473,Basic,Class 2,Class 1,0.692,0.288,0.288,0.472,14.85,9.061016949,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.472,NA,NA,0.0928
